GROUPED BY YEAR AND SORTED BY POSITION,,,,,,,,,,,,,,,SORTED ALPHABETICALLY,,,,,,,,,,,,,,,GROUPED BY POSITION AND SORTED BY YEAR,,,,,,,,,,,,,
#,Name,Votes,Year,Single#,Change,Group,Membership,Birthdate,CurrentAge,SenbatsuAge,Blood,Birthplace,CurrentAge,,#,Name,Votes,Year,Single#,Change,Group,Membership,Birthdate,CurrentAge,SenbatsuAge,Blood,Birthplace,CurrentAge,,#,Name,Votes,Year,Single#,Change,Group,Membership,Birthdate,CurrentAge,SenbatsuAge,Blood,Birthplace,CurrentAge
10,Kitahara Rie,45684,2017,49,2,NGT48,Senbatsu Member,1991/06/24,26,26,A,Aichi,"26 Years, 7 Months, 13 Days",,47,Tano Yuuka,18048,2015,41,-2,AKB48,Next Girls Member,1997/03/07,20,18,O,Tokyo,"20 Years, 10 Months, 30 Days",,68,Umemoto Madoka,14605,2015,41,0,SKE48,Upcoming Girls Member,1992/07/17,25,22,O,Aichi,"25 Years, 6 Months, 20 Days"
11,Takahashi Juri,42663,2017,49,4,AKB48,Senbatsu Member,1997/10/03,20,19,A,Ibaraki,"20 Years, 4 Months, 3 Days",,99,Tano Yuuka,8638,2016,45,-52,AKB48,No Membership,1997/03/07,20,19,O,Tokyo,"20 Years, 10 Months, 30 Days",,68,Kimoto Kanon,15057,2016,45,-20,SKE48,Upcoming Girls Member,1997/08/11,20,18,AB,Aichi,"20 Years, 5 Months, 26 Days"
12,Shiroma Miru,41491,2017,49,12,NMB48,Senbatsu Member,1997/10/14,20,19,B,Osaka,"20 Years, 3 Months, 23 Days",,55,Tashima Meru,13246,2013,32,NEW,HKT48,Future Girls Member,2000/01/07,18,13,B,Fukuoka,"18 Years, 0 Months, 30 Days",,68,Sato Sumire,17320,2017,49,7,SKE48,Upcoming Girls Member,1993/11/20,24,23,O,Saitama,"24 Years, 2 Months, 17 Days"
13,Honma Hinata,41230,2017,49,NEW,NGT48,Senbatsu Member,1999/11/10,18,17,B,Niigata,"18 Years, 2 Months, 27 Days",,38,Tashima Meru,18875,2014,37,17,HKT48,Next Girls Member,2000/01/07,18,14,B,Fukuoka,"18 Years, 0 Months, 30 Days",,69,Yamauchi Suzuran,11510,2014,37,-8,SKE48,Upcoming Girls Member,1994/12/08,23,19,O,Chiba,"23 Years, 1 Months, 29 Days"
14,Furuhata Nao,40202,2017,49,15,SKE48,Senbatsu Member,1996/09/15,21,20,O,Aichi,"21 Years, 4 Months, 22 Days",,32,Tashima Meru,22191,2015,41,6,HKT48,Undergirls Member,2000/01/07,18,15,B,Fukuoka,"18 Years, 0 Months, 30 Days",,69,Nagao Mariya,14585,2015,41,-4,AKB48,Upcoming Girls Member,1994/03/10,23,21,O,Kanagawa,"23 Years, 10 Months, 27 Days"
15,Takayanagi Akane,38576,2017,49,5,SKE48,Senbatsu Member,1991/11/29,26,25,B,Aichi,"26 Years, 2 Months, 8 Days",,43,Tashima Meru,21864,2016,45,-11,HKT48,Next Girls Member,2000/01/07,18,16,B,Fukuoka,"18 Years, 0 Months, 30 Days",,69,Taniguchi Megu,14950,2016,45,NEW,AKB48,Upcoming Girls Member,1998/11/12,19,17,A,Tokyo,"19 Years, 2 Months, 25 Days"
16,Yoshida Akari,35540,2017,49,61,NMB48,Senbatsu Member,1996/08/16,21,20,AB,Osaka,"21 Years, 5 Months, 21 Days",,40,Tashima Meru,24458,2017,49,3,HKT48,Next Girls Member,2000/01/07,18,17,B,Fukuoka,"18 Years, 0 Months, 30 Days",,69,Sakaguchi Nagisa,17303,2017,49,1,AKB48,Upcoming Girls Member,2000/12/23,17,16,A,Hokkaido,"17 Years, 1 Months, 14 Days"
17,Mukaichi Mion,35201,2017,49,-4,AKB48,Undergirls Center,1998/01/29,19,19,O,Saitama,"20 Years, 0 Months, 8 Days",,42,Tomiyoshi Asuka,21881,2016,45,NEW,HKT48,Next Girls Member,1997/09/20,20,18,O,Miyazaki,"20 Years, 4 Months, 17 Days",,70,Maeda Ami,11117,2014,37,-17,SKE48,Upcoming Girls Member,1995/06/01,22,19,O,Tokyo,"22 Years, 8 Months, 5 Days"
18,Matsumura Kaori,34977,2017,49,REENTER,SKE48,Undergirls Member,1990/01/17,28,27,O,Saitama,"28 Years, 0 Months, 20 Days",,38,Tomiyoshi Asuka,24996,2017,49,4,HKT48,Next Girls Member,1997/09/20,20,19,O,Miyazaki,"20 Years, 4 Months, 17 Days",,70,Kamata Natsuki,14545,2015,41,NEW,SKE48,Upcoming Girls Member,1996/08/29,21,18,O,Aichi,"21 Years, 5 Months, 8 Days"
19,Minegishi Minami,34688,2017,49,-2,AKB48,Undergirls Member,1992/11/15,25,24,B,Tokyo,"25 Years, 2 Months, 22 Days",,59,Tomonaga Mio,12126,2013,32,NEW,HKT48,Future Girls Member,1998/05/17,19,15,O,Fukuoka,"19 Years, 8 Months, 20 Days",,70,Sakaguchi Nagisa,14913,2016,45,NEW,AKB48,Upcoming Girls Member,2000/12/23,17,15,A,Hokkaido,"17 Years, 1 Months, 14 Days"
20,Suto Ririka,31779,2017,49,24,NMB48,Undergirls Member,1996/11/23,21,20,A,Tokyo,"21 Years, 2 Months, 14 Days",,27,Tomonaga Mio,23766,2014,37,32,HKT48,Undergirls Member,1998/05/17,19,16,O,Fukuoka,"19 Years, 8 Months, 20 Days",,70,Miyajima Aya,16930,2017,49,NEW,NGT48,Upcoming Girls Member,1997/11/27,20,19,O,Niigata,"20 Years, 2 Months, 10 Days"
21,Kato Rena,30282,2017,49,5,AKB48,Undergirls Member,1997/07/10,20,19,B,Chiba,"20 Years, 6 Months, 27 Days",,21,Tomonaga Mio,28197,2015,41,6,HKT48,Undergirls Member,1998/05/17,19,17,O,Fukuoka,"19 Years, 8 Months, 20 Days",,71,Tanabe Miku,11041,2014,37,NEW,AKB48,Upcoming Girls Member,1992/12/02,25,21,O,Shiga,"25 Years, 2 Months, 4 Days"
22,Oya Masana,30236,2017,49,REENTER,SKE48,Undergirls Member,1990/11/06,27,26,AB,Aichi,"27 Years, 3 Months, 0 Days",,23,Tomonaga Mio,31314,2016,45,-2,HKT48,Undergirls Member,1998/05/17,19,18,O,Fukuoka,"19 Years, 8 Months, 20 Days",,71,Ishida Haruka,14319,2015,41,-14,AKB48,Upcoming Girls Member,1993/12/02,24,21,A,Saitama,"24 Years, 2 Months, 4 Days"
23,Nakai Rika,29903,2017,49,73,NGT48,Undergirls Member,1997/08/23,20,19,A,Toyama,"20 Years, 5 Months, 14 Days",,35,Tomonaga Mio,25733,2017,49,-12,HKT48,Next Girls Member,1998/05/17,19,19,O,Fukuoka,"19 Years, 8 Months, 20 Days",,71,Yamauchi Suzuran,14550,2016,45,-8,SKE48,Upcoming Girls Member,1994/12/08,23,21,O,Chiba,"23 Years, 1 Months, 29 Days"
24,Kojima Mako,29699,2017,49,-5,AKB48,Undergirls Member,1997/05/30,20,20,O,Tokyo,"20 Years, 8 Months, 7 Days",,79,Toyonaga Aki,15598,2017,49,NEW,HKT48,Upcoming Girls Member,1999/10/25,18,17,B,Fukuoka,"18 Years, 3 Months, 12 Days",,71,Kato Minami,16641,2017,49,5,NGT48,Upcoming Girls Member,1999/01/15,19,18,O,Niigata,"19 Years, 0 Months, 22 Days"
25,Takakura Moeka,28623,2017,49,NEW,NGT48,Undergirls Member,2001/04/23,16,16,O,Niigata,"16 Years, 9 Months, 14 Days",,81,Uchiyama Mikoto,15366,2017,49,NEW,SKE48,No Membership,1995/11/14,22,21,AB,Mie,"22 Years, 2 Months, 23 Days",,72,Yoshida Akari,10982,2014,37,-22,AKB48,Upcoming Girls Member,1996/08/16,21,17,AB,Osaka,"21 Years, 5 Months, 21 Days"
26,Oba Mina,28554,2017,49,-4,SKE48,Undergirls Member,1992/04/03,25,25,A,Kanagawa,"25 Years, 10 Months, 3 Days",,63,Uchiyama Natsuki,12749,2014,37,NEW,AKB48,Future Girls Member,1995/09/25,22,18,A,Kanagawa,"22 Years, 4 Months, 12 Days",,72,Ueki Nao,13961,2015,41,NEW,HKT48,Upcoming Girls Member,1997/08/12,20,17,AB,Fukuoka,"20 Years, 5 Months, 25 Days"
27,Ota Yuuri,28457,2017,49,25,NMB48,Undergirls Member,1999/12/01,18,17,AB,Nara,"18 Years, 2 Months, 5 Days",,39,Uchiyama Natsuki,20437,2015,41,24,AKB48,Next Girls Member,1995/09/25,22,19,A,Kanagawa,"22 Years, 4 Months, 12 Days",,72,Akiyoshi Yuka,14544,2016,45,NEW,HKT48,Upcoming Girls Member,2000/10/24,17,15,B,Fukuoka,"17 Years, 3 Months, 13 Days"
28,Tanaka Miku,28355,2017,49,17,HKT48,Undergirls Member,2001/09/12,16,15,B,Kumamoto,"16 Years, 4 Months, 25 Days",,72,Ueki Nao,13961,2015,41,NEW,HKT48,Upcoming Girls Member,1997/08/12,20,17,AB,Fukuoka,"20 Years, 5 Months, 25 Days",,72,Obata Yuna,16511,2017,49,NEW,SKE48,Upcoming Girls Member,2001/12/18,16,15,O,Aichi,"16 Years, 1 Months, 19 Days"
29,Kawamoto Saya,28118,2017,49,-2,AKB48,Undergirls Member,1998/08/31,19,18,B,Hokkaido,"19 Years, 5 Months, 6 Days",,58,Ueki Nao,17898,2016,45,NEW,HKT48,Future Girls Member,1997/08/12,20,18,AB,Fukuoka,"20 Years, 5 Months, 25 Days",,73,Yakata Miki,10733,2014,37,REENTER,NMB48,Upcoming Girls Member,1992/06/29,25,22,O,Oita,"25 Years, 7 Months, 8 Days"
30,Kuranoo Narumi,28037,2017,49,4,AKB48,Undergirls Member,2000/11/08,17,16,A,Kumamoto,"17 Years, 2 Months, 29 Days",,54,Ueki Nao,20640,2017,49,4,HKT48,Future Girls Member,1997/08/12,20,19,AB,Fukuoka,"20 Years, 5 Months, 25 Days",,73,Kumazaki Haruka,13777,2015,41,NEW,SKE48,Upcoming Girls Member,1997/08/10,20,17,O,Aichi,"20 Years, 5 Months, 27 Days"
31,Moriyasu Madoka,27384,2017,49,19,HKT48,Undergirls Member,1997/07/26,20,19,A,Nagasaki,"20 Years, 6 Months, 11 Days",,32,Umeda Ayaka,2499,2010,17,NEW,AKB48,Undergirls Member,1989/01/03,29,21,A,Fukuoka,"29 Years, 1 Months, 3 Days",,73,Omori Miyuu,14177,2016,45,-6,AKB48,Upcoming Girls Member,1998/09/03,19,17,B,Kanagawa,"19 Years, 5 Months, 3 Days"
32,Fukuoka Seina,26444,2017,49,65,AKB48,Undergirls Member,2000/08/01,17,16,**,Kanagawa,"17 Years, 6 Months, 5 Days",,22,Umeda Ayaka,11860,2011,22,10,AKB48,Undergirls Center,1989/01/03,29,22,A,Fukuoka,"29 Years, 1 Months, 3 Days",,73,Hiwatashi Yui,16492,2017,49,NEW,AKB48,Upcoming Girls Member,2000/04/30,17,17,A,Saitama,"17 Years, 9 Months, 7 Days"
33,Kato Yuuka,25988,2017,49,51,NMB48,Next Girls Center,1997/08/01,20,19,A,Osaka,"20 Years, 6 Months, 5 Days",,16,Umeda Ayaka,24522,2012,27,6,AKB48,Senbatsu Member,1989/01/03,29,23,A,Fukuoka,"29 Years, 1 Months, 3 Days",,74,Abiru Riho,10092,2014,37,NEW,SKE48,Upcoming Girls Member,1993/07/17,24,20,B,Aichi,"24 Years, 6 Months, 20 Days"
34,Fuchigami Mai,25900,2017,49,6,HKT48,Next Girls Member,1996/09/21,21,20,A,Fukuoka,"21 Years, 4 Months, 16 Days",,19,Umeda Ayaka,36282,2013,32,-3,AKB48,Undergirls Member,1989/01/03,29,24,A,Fukuoka,"29 Years, 1 Months, 3 Days",,74,Tanigawa Airi,13744,2015,41,NEW,NMB48,Upcoming Girls Member,1995/12/05,22,19,O,Osaka,"22 Years, 2 Months, 1 Days"
35,Tomonaga Mio,25733,2017,49,-12,HKT48,Next Girls Member,1998/05/17,19,19,O,Fukuoka,"19 Years, 8 Months, 20 Days",,35,Umeda Ayaka,20658,2014,37,-16,NMB48,Next Girls Member,1989/01/03,29,25,A,Fukuoka,"29 Years, 1 Months, 3 Days",,74,Kamata Natsuki,13882,2016,45,NEW,SKE48,Upcoming Girls Member,1996/08/29,21,19,O,Aichi,"21 Years, 5 Months, 8 Days"
36,Ego Yuna,25731,2017,49,-1,SKE48,Next Girls Member,2000/03/29,17,17,O,Aichi,"17 Years, 10 Months, 8 Days",,56,Umeda Ayaka,17019,2015,41,-21,NMB48,Future Girls Member,1989/01/03,29,26,A,Fukuoka,"29 Years, 1 Months, 3 Days",,74,Mogi Shinobu,16393,2017,49,-27,AKB48,Upcoming Girls Member,1997/02/16,20,20,AB,Chiba,"20 Years, 11 Months, 21 Days"
37,Yabuki Nako,25364,2017,49,-9,HKT48,Next Girls Member,2001/06/18,16,16,**,Tokyo,"16 Years, 7 Months, 19 Days",,39,Umemoto Madoka,17819,2013,32,NEW,SKE48,Next Girls Member,1992/07/17,25,20,O,Aichi,"25 Years, 6 Months, 20 Days",,75,Saito Makiko,10089,2014,37,-33,SKE48,Upcoming Girls Member,1994/06/28,23,20,A,Osaka,"23 Years, 7 Months, 9 Days"
38,Tomiyoshi Asuka,24996,2017,49,4,HKT48,Next Girls Member,1997/09/20,20,19,O,Miyazaki,"20 Years, 4 Months, 17 Days",,68,Umemoto Madoka,11538,2014,37,-29,HKT48,Upcoming Girls Member,1992/07/17,25,21,O,Aichi,"25 Years, 6 Months, 20 Days",,75,Owada Nana,13685,2015,41,NEW,AKB48,Upcoming Girls Member,1999/09/15,18,15,A,Chiba,"18 Years, 4 Months, 22 Days"
39,Murase Sae,24585,2017,49,49,NMB48,Next Girls Member,1997/03/30,20,20,A,Osaka,"20 Years, 10 Months, 7 Days",,68,Umemoto Madoka,14605,2015,41,0,SKE48,Upcoming Girls Member,1992/07/17,25,22,O,Aichi,"25 Years, 6 Months, 20 Days",,75,Sato Sumire,13657,2016,45,-26,SKE48,Upcoming Girls Member,1993/11/20,24,22,O,Saitama,"24 Years, 2 Months, 17 Days"
40,Tashima Meru,24458,2017,49,3,HKT48,Next Girls Member,2000/01/07,18,17,B,Fukuoka,"18 Years, 0 Months, 30 Days",,17,Urano Kazumi,1395,2009,13,NEW,AKB48,Senbatsu Member,1985/10/23,32,23,O,Saitama,"32 Years, 3 Months, 14 Days",,75,Omori Miyuu,16162,2017,49,-2,AKB48,Upcoming Girls Member,1998/09/03,19,18,B,Kanagawa,"19 Years, 5 Months, 3 Days"
41,Nishigata Marina,24401,2017,49,NEW,NGT48,Next Girls Member,1995/10/16,22,21,O,Tokyo,"22 Years, 3 Months, 21 Days",,82,Wakatabe Haruka,12890,2016,45,NEW,HKT48,No Membership,1998/09/26,19,17,AB,Fukuoka,"19 Years, 4 Months, 11 Days",,76,Ogasawara Mayu,9946,2014,37,-22,SKE48,Upcoming Girls Member,1994/04/11,23,20,A,Osaka,"23 Years, 9 Months, 26 Days"
42,Iwatate Saho,24303,2017,49,9,AKB48,Next Girls Member,1994/10/04,23,22,B,Kanagawa,"23 Years, 4 Months, 2 Days",,4,Watanabe Mayu,2625,2009,13,NEW,AKB48,Senbatsu Member,1994/03/26,23,15,A,Saitama,"23 Years, 10 Months, 11 Days",,76,Takeuchi Mai,13539,2015,41,NEW,SKE48,Upcoming Girls Member,1993/08/31,24,21,A,Mie,"24 Years, 5 Months, 6 Days"
43,Sasaki Yukari,24276,2017,49,-5,AKB48,Next Girls Member,1995/08/28,22,21,B,Saitama,"22 Years, 5 Months, 9 Days",,5,Watanabe Mayu,20088,2010,17,-1,AKB48,Senbatsu Member,1994/03/26,23,16,A,Saitama,"23 Years, 10 Months, 11 Days",,76,Kato Minami,13571,2016,45,NEW,NGT48,Upcoming Girls Member,1999/01/15,19,17,O,Niigata,"19 Years, 0 Months, 22 Days"
44,Kamata Natsuki,24108,2017,49,30,SKE48,Next Girls Member,1996/08/29,21,20,O,Aichi,"21 Years, 5 Months, 8 Days",,5,Watanabe Mayu,59118,2011,22,0,AKB48,Senbatsu Member,1994/03/26,23,17,A,Saitama,"23 Years, 10 Months, 11 Days",,76,Goto Moe,16097,2017,49,NEW,AKB48,Upcoming Girls Member,2001/05/20,16,16,O,Aichi,"16 Years, 8 Months, 17 Days"
45,Taniguchi Megu,23304,2017,49,24,AKB48,Next Girls Member,1998/11/12,19,18,A,Tokyo,"19 Years, 2 Months, 25 Days",,2,Watanabe Mayu,72574,2012,27,3,AKB48,Senbatsu Member,1994/03/26,23,18,A,Saitama,"23 Years, 10 Months, 11 Days",,77,Kobayashi Ami,9931,2014,37,-30,AKB48,Upcoming Girls Member,1993/01/12,25,21,O,Aichi,"25 Years, 0 Months, 25 Days"
46,Goto Rara,23225,2017,49,NEW,SKE48,Next Girls Member,2000/07/23,17,16,AB,Aichi,"17 Years, 6 Months, 14 Days",,3,Watanabe Mayu,101210,2013,32,-1,AKB48,Senbatsu Member,1994/03/26,23,19,A,Saitama,"23 Years, 10 Months, 11 Days",,77,Ishida Anna,13269,2015,41,NEW,SKE48,Upcoming Girls Member,1996/05/27,21,19,B,Aichi,"21 Years, 8 Months, 10 Days"
47,Kubo Satone,22895,2017,49,NEW,AKB48,Next Girls Member,2003/11/20,14,13,O,Kanagawa,"14 Years, 2 Months, 17 Days",,1,Watanabe Mayu,159854,2014,37,2,AKB48,Senbatsu Center,1994/03/26,23,20,A,Saitama,"23 Years, 10 Months, 11 Days",,77,Yoshida Akari,13512,2016,45,REENTER,NMB48,Upcoming Girls Member,1996/08/16,21,19,AB,Osaka,"21 Years, 5 Months, 21 Days"
48,Okita Ayaka,22264,2017,49,-23,NMB48,Next Girls Member,1995/10/11,22,21,AB,Hiroshima,"22 Years, 3 Months, 26 Days",,3,Watanabe Mayu,165789,2015,41,-2,AKB48,Senbatsu Member,1994/03/26,23,21,A,Saitama,"23 Years, 10 Months, 11 Days",,77,Kado Yuria,15990,2017,49,NEW,NGT48,Upcoming Girls Member,2000/05/22,17,17,A,Ishikawa,"17 Years, 8 Months, 15 Days"
49,Sakaguchi Riko,21643,2017,49,10,HKT48,Future Girls Center,1994/07/26,23,22,A,Fukuoka,"23 Years, 6 Months, 11 Days",,2,Watanabe Mayu,175613,2016,45,1,AKB48,Senbatsu Member,1994/03/26,23,22,A,Saitama,"23 Years, 10 Months, 11 Days",,78,Miyazaki Miho,9674,2014,37,REENTER,SKE48,Upcoming Girls Member,1993/07/30,24,20,O,Tokyo,"24 Years, 6 Months, 7 Days"
50,Tanaka Natsumi,21472,2017,49,39,HKT48,Future Girls Member,2000/08/10,17,16,A,Fukuoka,"17 Years, 5 Months, 27 Days",,2,Watanabe Mayu,149132,2017,49,0,AKB48,Senbatsu Member,1994/03/26,23,23,A,Saitama,"23 Years, 10 Months, 11 Days",,78,Shinozaki Ayana,13170,2015,41,NEW,AKB48,Upcoming Girls Member,1996/01/08,22,19,B,Saitama,"22 Years, 0 Months, 29 Days"
51,Oguri Yui,21296,2017,49,NEW,AKB48,Future Girls Member,2001/12/26,16,15,**,Tokyo,"16 Years, 1 Months, 11 Days",,19,Watanabe Miyuki,19159,2012,27,NEW,NMB48,Undergirls Member,1993/09/19,24,18,B,Nara,"24 Years, 4 Months, 18 Days",,78,Miyazaki Miho,13366,2016,45,0,AKB48,Upcoming Girls Member,1993/07/30,24,22,O,Tokyo,"24 Years, 6 Months, 7 Days"
52,Komiyama Haruka,20910,2017,49,-31,AKB48,Future Girls Member,1998/09/12,19,18,B,Chiba,"19 Years, 4 Months, 25 Days",,15,Watanabe Miyuki,44116,2013,32,4,NMB48,Senbatsu Member,1993/09/19,24,19,B,Nara,"24 Years, 4 Months, 18 Days",,78,Takahata Yuki,15804,2017,49,NEW,SKE48,Upcoming Girls Member,1995/07/18,22,21,A,Kagawa,"22 Years, 6 Months, 19 Days"
53,Yamaguchi Maho,20818,2017,49,NEW,NGT48,Future Girls Member,1995/09/17,22,21,O,Aomori,"22 Years, 4 Months, 20 Days",,18,Watanabe Miyuki,36108,2014,37,-3,NMB48,Undergirls Member,1993/09/19,24,20,B,Nara,"24 Years, 4 Months, 18 Days",,79,Komada Hiroka,9609,2014,37,NEW,AKB48,Upcoming Girls Member,1996/11/21,21,17,A,Miyazaki,"21 Years, 2 Months, 16 Days"
54,Ueki Nao,20640,2017,49,4,HKT48,Future Girls Member,1997/08/12,20,19,AB,Fukuoka,"20 Years, 5 Months, 25 Days",,12,Watanabe Miyuki,55715,2015,41,6,NMB48,Senbatsu Member,1993/09/19,24,21,B,Nara,"24 Years, 4 Months, 18 Days",,79,Ichikawa Miori,13165,2015,41,-26,NMB48,Upcoming Girls Member,1994/02/12,23,21,"O (""The shape of a lemon"")",Saitama,"23 Years, 11 Months, 25 Days"
55,Mutou Orin,20356,2017,49,NEW,AKB48,Future Girls Member,2000/07/22,17,16,**,Tokyo,"17 Years, 6 Months, 15 Days",,28,Yabuki Nako,28706,2016,45,NEW,HKT48,Undergirls Member,2001/06/18,16,15,**,Tokyo,"16 Years, 7 Months, 19 Days",,79,Hidaka Yuzuki,13204,2016,45,NEW,SKE48,Upcoming Girls Member,1998/04/01,19,18,O,Aichi,"19 Years, 10 Months, 5 Days"
56,Takeuchi Saki,19919,2017,49,-25,SKE48,Future Girls Member,1999/11/24,18,17,B,Aichi,"18 Years, 2 Months, 13 Days",,37,Yabuki Nako,25364,2017,49,-9,HKT48,Next Girls Member,2001/06/18,16,16,**,Tokyo,"16 Years, 7 Months, 19 Days",,79,Toyonaga Aki,15598,2017,49,NEW,HKT48,Upcoming Girls Member,1999/10/25,18,17,B,Fukuoka,"18 Years, 3 Months, 12 Days"
57,Tanigawa Airi,19752,2017,49,REENTER,NMB48,Future Girls Member,1995/12/05,22,21,O,Osaka,"22 Years, 2 Months, 1 Days",,49,Yabushita Shu,14745,2013,32,NEW,NMB48,Future Girls Center,1998/12/02,19,14,AB,Osaka,"19 Years, 2 Months, 4 Days",,80,Oshima Ryoka,9561,2014,37,-51,HKT48,Upcoming Girls Member,1998/10/21,19,15,O,Kanagawa,"19 Years, 3 Months, 16 Days"
58,Arai Yuki,19467,2017,49,28,SKE48,Future Girls Member,1998/05/07,19,19,A,Kyoto,"19 Years, 8 Months, 30 Days",,59,Yabushita Shu,14119,2014,37,-10,NMB48,Future Girls Member,1998/12/02,19,15,AB,Osaka,"19 Years, 2 Months, 4 Days",,80,Motomura Aoi,13116,2015,41,-32,HKT48,Upcoming Girls Member,1997/05/31,20,18,A,Fukuoka,"20 Years, 8 Months, 6 Days"
59,Matsuoka Natsumi,19372,2017,49,-13,HKT48,Future Girls Member,1996/08/08,21,20,O,Fukuoka,"21 Years, 5 Months, 29 Days",,60,Yabushita Shu,15666,2015,41,-1,NMB48,Future Girls Member,1998/12/02,19,16,AB,Osaka,"19 Years, 2 Months, 4 Days",,80,Murashige Anna,13058,2016,45,REENTER,HKT48,Upcoming Girls Member,1998/07/29,19,17,O,Yamaguchi,"19 Years, 6 Months, 8 Days"
60,Shibuya Nagisa,19263,2017,49,-4,NMB48,Future Girls Member,1996/08/25,21,20,A,Osaka,"21 Years, 5 Months, 12 Days",,39,Yabushita Shu,23251,2016,45,21,NMB48,Next Girls Member,1998/12/02,19,17,AB,Osaka,"19 Years, 2 Months, 4 Days",,80,Matsuoka Hana,15396,2017,49,NEW,HKT48,Upcoming Girls Member,2000/01/19,17,17,**,Chiba,"18 Years, 0 Months, 18 Days"
61,Ichikawa Miori,18814,2017,49,20,NMB48,Future Girls Member,1994/02/12,23,23,"O (""The shape of a lemon"")",Saitama,"23 Years, 11 Months, 25 Days",,38,Yagami Kumi,1909,2010,17,NEW,SKE48,Undergirls Member,1994/06/13,23,16,A,Aichi,"23 Years, 7 Months, 24 Days",,81,Ichikawa Miori,12970,2016,45,-28,NMB48,No Membership,1994/02/12,23,22,"O (""The shape of a lemon"")",Saitama,"23 Years, 11 Months, 25 Days"
62,Motomura Aoi,18363,2017,49,-26,HKT48,Future Girls Member,1997/05/31,20,20,A,Fukuoka,"20 Years, 8 Months, 6 Days",,28,Yagami Kumi,11712,2012,27,10,SKE48,Undergirls Member,1994/06/13,23,18,A,Aichi,"23 Years, 7 Months, 24 Days",,81,Uchiyama Mikoto,15366,2017,49,NEW,SKE48,No Membership,1995/11/14,22,21,AB,Mie,"22 Years, 2 Months, 23 Days"
63,Kumazaki Haruka,18299,2017,49,4,SKE48,Future Girls Member,1997/08/10,20,19,O,Aichi,"20 Years, 5 Months, 27 Days",,44,Yagura Fuuko,16281,2013,32,NEW,NMB48,Next Girls Member,1997/02/24,20,16,A,Osaka,"20 Years, 11 Months, 13 Days",,82,Wakatabe Haruka,12890,2016,45,NEW,HKT48,No Membership,1998/09/26,19,17,AB,Fukuoka,"19 Years, 4 Months, 11 Days"
64,Kitagawa Ryoha,18052,2017,49,0,SKE48,Future Girls Member,1998/10/09,19,18,B,Aichi,"19 Years, 3 Months, 28 Days",,41,Yagura Fuuko,18596,2014,37,3,SKE48,Next Girls Member,1997/02/24,20,17,A,Osaka,"20 Years, 11 Months, 13 Days",,82,Aoki Shiori,15151,2017,49,11,SKE48,No Membership,1996/04/22,21,21,O,Shizuoka,"21 Years, 9 Months, 15 Days"
65,Ota Nao,17757,2017,49,NEW,AKB48,Upcoming Girls Center,1994/12/05,23,22,AB,Kyoto,"23 Years, 2 Months, 1 Days",,40,Yagura Fuuko,20354,2015,41,1,NMB48,Next Girls Member,1997/02/24,20,18,A,Osaka,"20 Years, 11 Months, 13 Days",,83,Azuma Rion,12396,2016,45,-22,SKE48,No Membership,1996/11/13,21,19,AB,Hokkaido,"21 Years, 2 Months, 24 Days"
66,Tani Marika,17744,2017,49,-11,SKE48,Upcoming Girls Member,1996/01/05,22,21,B,Fukuoka,"22 Years, 1 Months, 1 Days",,33,Yagura Fuuko,27487,2016,45,7,NMB48,Next Girls Center,1997/02/24,20,19,A,Osaka,"20 Years, 11 Months, 13 Days",,83,Akiyoshi Yuka,15107,2017,49,-11,HKT48,No Membership,2000/10/24,17,16,B,Fukuoka,"17 Years, 3 Months, 13 Days"
67,Nagano Serika,17662,2017,49,NEW,AKB48,Upcoming Girls Member,2001/03/27,16,16,O,Osaka,"16 Years, 10 Months, 10 Days",,62,Yakata Miki,5606,2012,27,NEW,SKE48,Future Girls Member,1992/06/29,25,20,O,Oita,"25 Years, 7 Months, 8 Days",,84,Kato Yuuka,12371,2016,45,-25,NMB48,No Membership,1997/08/01,20,18,A,Osaka,"20 Years, 6 Months, 5 Days"
68,Sato Sumire,17320,2017,49,7,SKE48,Upcoming Girls Member,1993/11/20,24,23,O,Saitama,"24 Years, 2 Months, 17 Days",,73,Yakata Miki,10733,2014,37,REENTER,NMB48,Upcoming Girls Member,1992/06/29,25,22,O,Oita,"25 Years, 7 Months, 8 Days",,84,Kojina Yui,14196,2017,49,-31,HKT48,No Membership,1998/01/24,19,19,AB,Fukuoka,"20 Years, 0 Months, 13 Days"
69,Sakaguchi Nagisa,17303,2017,49,1,AKB48,Upcoming Girls Member,2000/12/23,17,16,A,Hokkaido,"17 Years, 1 Months, 14 Days",,54,Yamada Mizuho,14942,2014,37,NEW,NMB48,Future Girls Member,1997/05/25,20,17,AB,Aichi,"20 Years, 8 Months, 12 Days",,85,Noguchi Yume,12284,2016,45,NEW,SKE48,No Membership,1998/04/17,19,18,A,Aichi,"19 Years, 9 Months, 20 Days"
70,Miyajima Aya,16930,2017,49,NEW,NGT48,Upcoming Girls Member,1997/11/27,20,19,O,Niigata,"20 Years, 2 Months, 10 Days",,46,Yamada Nana,6683,2012,27,8,NMB48,Next Girls Member,1992/04/03,25,20,A,Osaka,"25 Years, 10 Months, 3 Days",,85,Nakano Ikumi,13695,2017,49,NEW,AKB48,No Membership,2000/08/20,17,16,**,Tottori,"17 Years, 5 Months, 17 Days"
